weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,rain.1h
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806391.0,7200.0,2939658.0,Cuxhaven,200,8.6909,53.8718,62.02,61.74,59.95,63.18,1007.0,81.0,14.09,270.0,16.35,96.0,2.0,197916.0,DE,1627789158.0,1627845821.0,1007.0,1007.0,,0.56
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806391.0,0.0,2381972.0,Adrar,200,-10.0711,20.5022,87.75,87.84,87.75,87.75,1012.0,41.0,17.58,259.0,23.82,92.0,,,MR,1627798496.0,1627845488.0,1012.0,969.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806391.0,-18000.0,4013679.0,Coahuayana Viejo,200,-103.6833,18.7333,76.26,77.86,76.26,76.26,1014.0,91.0,3.51,52.0,3.47,89.0,,,MX,1627821127.0,1627867790.0,1014.0,1012.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806391.0,-21600.0,3985710.0,Cabo San Lucas,200,-109.9124,22.8909,82.44,89.58,79.18,83.52,845.0,79.0,1.01,190.0,3.0,87.0,2.0,2004005.0,MX,1627822244.0,1627869663.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806391.0,-25200.0,5329649.0,Blythe,200,-114.5964,33.6103,94.03,92.71,94.03,94.03,1011.0,29.0,3.78,231.0,3.87,84.0,2.0,2005054.0,US,1627822247.0,1627871908.0,1011.0,1002.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806391.0,-21600.0,3652764.0,Puerto Ayora,200,-90.3518,-0.7393,70.56,71.55,70.56,70.56,1013.0,90.0,7.0,193.0,11.99,6.0,2.0,2005652.0,EC,1627819507.0,1627863011.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806391.0,-7200.0,3423146.0,Ilulissat,200,-51.1,69.2167,44.62,44.62,44.62,44.62,1012.0,93.0,0.0,0.0,,90.0,1.0,165.0,GL,1627794984.0,1627868694.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,62.0,1627806391.0,25200.0,1507390.0,Dikson,200,80.5464,73.5069,41.34,37.29,41.34,41.34,1005.0,99.0,6.11,209.0,6.58,100.0,,,RU,0.0,0.0,1005.0,1000.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627806392.0,-32400.0,4030556.0,Rikitea,200,-134.9692,-23.1203,70.95,71.08,70.95,70.95,1017.0,71.0,22.84,132.0,23.06,95.0,,,PF,1627745667.0,1627785472.0,1017.0,1014.0,,0.24
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,6000.0,1627806392.0,0.0,2377457.0,Nouadhibou,200,-17.0347,20.931,71.58,72.57,71.58,71.58,1012.0,88.0,11.5,10.0,,20.0,1.0,2444.0,MR,1627800129.0,1627847198.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806392.0,7200.0,3115739.0,Narón,200,-8.1528,43.5167,64.27,63.82,62.04,66.69,1018.0,73.0,5.55,195.0,7.87,88.0,2.0,2002597.0,ES,1627795325.0,1627847739.0,1018.0,1017.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806132.0,28800.0,2074865.0,Carnarvon,200,113.6333,-24.8667,68.07,67.44,68.07,68.07,1020.0,61.0,16.11,200.0,,16.0,1.0,9505.0,AU,1627772555.0,1627812053.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806392.0,32400.0,2017155.0,Saskylakh,200,114.0833,71.9167,83.77,81.32,83.77,83.77,1014.0,24.0,9.82,216.0,12.17,77.0,,,RU,0.0,0.0,1014.0,1013.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627806392.0,-14400.0,3572924.0,Alice Town,200,-79.3,25.7167,85.23,93.61,85.23,85.23,1017.0,71.0,12.62,171.0,12.41,19.0,,,BS,1627814622.0,1627862591.0,1017.0,1016.0,,2.73
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1627806392.0,10800.0,546105.0,Nikolskoye,200,30.7861,59.7035,64.94,65.17,59.79,66.09,1002.0,86.0,5.19,189.0,13.42,92.0,1.0,8926.0,RU,1627781979.0,1627842394.0,1002.0,998.0,,1.33
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806392.0,-14400.0,6100832.0,Pembroke,200,-77.1162,45.8168,56.55,56.14,55.67,57.18,1011.0,90.0,2.3,134.0,2.59,100.0,2.0,2008927.0,CA,1627811501.0,1627864664.0,1011.0,997.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806392.0,-14400.0,4944903.0,Nantucket,200,-70.0995,41.2835,62.92,63.1,53.94,66.96,1014.0,89.0,4.61,280.0,,1.0,1.0,3218.0,US,1627810549.0,1627862248.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806392.0,-10800.0,3440777.0,Rocha,200,-54.3333,-34.4833,42.39,42.39,42.39,42.39,1031.0,91.0,2.55,272.0,2.64,0.0,,,UY,1627813836.0,1627851394.0,1031.0,1027.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806392.0,-25200.0,5364022.0,La Palma,200,-118.0467,33.8464,66.0,66.16,61.41,81.36,1016.0,82.0,1.01,296.0,3.0,1.0,2.0,2010205.0,US,1627823048.0,1627872763.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806393.0,-14400.0,6316343.0,Alta Floresta,200,-56.0861,-9.8756,64.35,62.98,64.35,64.35,1017.0,53.0,3.67,145.0,3.83,6.0,,,BR,1627811997.0,1627854074.0,1017.0,983.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806393.0,10800.0,690032.0,Vendychany,200,27.7932,48.6118,76.68,76.96,76.68,76.68,1011.0,62.0,8.16,321.0,9.22,0.0,2.0,2012853.0,UA,1627785775.0,1627840035.0,1011.0,983.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806393.0,28800.0,2075265.0,Busselton,200,115.3333,-33.65,55.04,52.92,53.1,55.04,1015.0,57.0,18.34,203.0,28.79,11.0,2.0,2020551.0,AU,1627773045.0,1627810748.0,1015.0,1014.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806393.0,32400.0,2015306.0,Tiksi,200,128.8694,71.6872,48.34,45.43,48.34,48.34,1021.0,73.0,6.53,108.0,9.19,2.0,,,RU,0.0,0.0,1021.0,1016.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806352.0,3600.0,2644210.0,Liverpool,200,-2.9779,53.4106,57.79,56.98,55.94,59.99,1009.0,79.0,5.01,275.0,11.99,75.0,2.0,2008599.0,GB,1627792082.0,1627848498.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806393.0,28800.0,2071860.0,Esperance,200,121.9,-33.8667,49.84,42.89,49.84,49.84,1006.0,73.0,22.84,241.0,30.09,96.0,1.0,9525.0,AU,1627771494.0,1627809146.0,1006.0,1006.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806393.0,-21600.0,6170031.0,Tuktoyaktuk,200,-133.0374,69.4541,59.58,58.42,59.58,59.58,1009.0,68.0,14.32,195.0,21.77,32.0,,,CA,1627814388.0,1627888618.0,1009.0,1009.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806393.0,7200.0,924491.0,Ntchisi,200,33.9149,-13.5278,60.78,59.0,60.78,60.78,1025.0,52.0,9.31,105.0,13.44,6.0,1.0,2259.0,MW,1627790695.0,1627832177.0,1025.0,858.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806219.0,7200.0,1015776.0,Bredasdorp,200,20.0403,-34.5322,56.52,55.49,56.52,60.28,1023.0,77.0,6.91,20.0,,63.0,1.0,1966.0,ZA,1627796002.0,1627833529.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,8240.0,1627806393.0,10800.0,556268.0,Ostrovnoy,200,39.5131,68.0531,52.86,51.28,52.86,52.86,1001.0,73.0,4.27,28.0,2.93,25.0,,,RU,1627774606.0,1627845579.0,1001.0,998.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806394.0,10800.0,866062.0,Iskateley,200,53.1512,67.6803,55.15,54.21,55.15,55.15,997.0,82.0,10.13,57.0,15.7,100.0,,,RU,1627771714.0,1627841925.0,997.0,996.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806394.0,-10800.0,3394372.0,Morros,200,-46.3003,-9.4467,69.89,69.64,69.89,69.89,1019.0,65.0,11.63,103.0,28.27,82.0,,,BR,1627809615.0,1627851759.0,1019.0,964.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806394.0,-14400.0,6096551.0,Pangnirtung,200,-65.7125,66.1451,46.71,45.61,46.71,46.71,1009.0,78.0,3.36,329.0,3.56,29.0,,,CA,1627801685.0,1627869007.0,1009.0,1006.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806394.0,7200.0,3115824.0,Muros,200,-9.0603,42.7762,62.38,62.28,61.3,65.23,1019.0,84.0,6.04,158.0,8.61,57.0,2.0,72671.0,ES,1627795661.0,1627847838.0,1019.0,1017.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806394.0,-25200.0,5563839.0,Fortuna,200,-124.1573,40.5982,56.37,56.03,54.52,63.43,1016.0,92.0,1.01,144.0,3.0,90.0,2.0,2040243.0,US,1627823633.0,1627875111.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806394.0,28800.0,1714733.0,Dingle,200,122.6711,10.9995,85.89,95.68,85.89,85.89,1006.0,72.0,13.67,215.0,18.01,91.0,,,PH,1627767450.0,1627812821.0,1006.0,1002.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806394.0,36000.0,2152659.0,Port Macquarie,200,152.9167,-31.4333,73.36,72.93,73.36,73.36,1010.0,54.0,8.23,285.0,15.57,0.0,1.0,9610.0,AU,1627763787.0,1627801966.0,1010.0,1008.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806095.0,10800.0,104515.0,Makkah al Mukarramah,200,39.8261,21.4267,96.39,101.64,96.39,96.39,1007.0,40.0,20.69,204.0,20.74,1.0,,,SA,1627786433.0,1627833602.0,1007.0,972.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806394.0,-10800.0,3448903.0,São João da Barra,200,-41.0511,-21.6403,65.59,64.62,65.59,65.59,1029.0,59.0,9.66,147.0,10.58,100.0,,,BR,1627809371.0,1627849483.0,1029.0,1029.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806395.0,39600.0,2126123.0,Chokurdakh,200,147.9167,70.6333,47.41,41.5,47.41,47.41,1025.0,49.0,14.29,39.0,15.1,16.0,,,RU,1627744013.0,1627824140.0,1025.0,1022.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806395.0,7200.0,81604.0,Qaryat Sulūq,200,20.2521,31.6682,93.07,90.63,93.07,93.07,1011.0,26.0,7.85,333.0,8.3,0.0,,,LY,1627790092.0,1627839338.0,1011.0,1005.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806395.0,32400.0,2014624.0,Udachny,200,112.4,66.4167,81.91,79.95,81.91,81.91,1016.0,23.0,4.94,171.0,5.91,0.0,,,RU,1627758602.0,1627826598.0,1016.0,984.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806371.0,-25200.0,5380437.0,Pacific Grove,200,-121.9166,36.6177,56.77,56.43,53.85,60.76,1017.0,91.0,1.01,351.0,1.99,75.0,2.0,2009350.0,US,1627823636.0,1627874033.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806395.0,-7200.0,3421765.0,Nanortalik,200,-45.2371,60.1432,49.3,43.16,49.3,49.3,1005.0,82.0,17.63,109.0,25.61,100.0,,,GL,1627800079.0,1627860784.0,1005.0,1005.0,,0.55
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806395.0,-28800.0,5866583.0,Saint Paul Harbor,200,-152.4072,57.79,54.91,54.25,54.91,54.91,1020.0,88.0,4.61,290.0,,1.0,1.0,7668.0,US,1627826708.0,1627885595.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806395.0,28800.0,1789647.0,Xichang,200,102.2634,27.8964,85.44,85.42,85.44,85.44,1000.0,43.0,2.64,291.0,4.45,0.0,,,CN,1627770809.0,1627819256.0,1000.0,842.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806395.0,14400.0,1106643.0,Quatre Cocos,200,57.7625,-20.2078,74.08,74.07,74.08,75.31,1025.0,61.0,19.1,113.0,21.54,9.0,2.0,2002134.0,MU,1627785537.0,1627825888.0,1025.0,1021.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806395.0,-25200.0,5288784.0,Catalina,200,-110.9211,32.5056,77.5,78.06,73.58,79.77,1021.0,66.0,2.53,77.0,2.66,79.0,2.0,2009797.0,US,1627821493.0,1627870898.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806395.0,-10800.0,3471451.0,Arraial do Cabo,200,-42.0278,-22.9661,65.89,65.01,65.89,65.89,1030.0,60.0,13.87,94.0,12.53,93.0,,,BR,1627809724.0,1627849599.0,1030.0,1027.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806395.0,-21600.0,5546220.0,Saint George,200,-113.5841,37.1041,78.17,78.28,71.55,79.63,1016.0,55.0,5.01,151.0,8.99,20.0,2.0,2007591.0,US,1627821572.0,1627872097.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806396.0,-21600.0,3608828.0,Iralaya,200,-83.2333,15.0,80.38,85.53,80.38,80.38,1013.0,83.0,11.59,70.0,18.32,57.0,,,HN,1627816541.0,1627862560.0,1013.0,1013.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806396.0,10800.0,500316.0,Rutul,200,47.4239,41.5357,72.5,72.23,72.5,72.5,1014.0,59.0,4.56,91.0,4.14,43.0,1.0,8843.0,RU,1627782286.0,1627834101.0,1014.0,867.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806396.0,-14400.0,3893726.0,Constitución,200,-72.4167,-35.3333,49.21,46.18,49.21,49.21,1022.0,73.0,7.11,140.0,10.25,0.0,,,CL,1627818271.0,1627855638.0,1022.0,1019.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806396.0,36000.0,2146219.0,Hervey Bay,200,152.8535,-25.2986,68.02,68.38,68.02,69.04,1012.0,82.0,3.0,342.0,8.01,0.0,2.0,2032484.0,AU,1627763187.0,1627802597.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806396.0,-14400.0,3902377.0,La Santisima Trinidad,200,-64.9,-14.8333,62.55,61.12,62.55,62.55,1020.0,56.0,4.41,150.0,9.95,15.0,,,BO,1627814513.0,1627855789.0,1020.0,1002.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806396.0,10800.0,921900.0,Dzaoudzi,200,45.2699,-12.7887,78.69,79.5,78.69,78.69,1020.0,69.0,12.66,120.0,,75.0,1.0,2131.0,YT,1627787911.0,1627829511.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806396.0,-21600.0,5882953.0,Aklavik,200,-135.0107,68.2191,70.63,69.75,70.52,70.63,1011.0,50.0,8.9,199.0,10.6,100.0,1.0,1029.0,CA,1627816461.0,1627887493.0,1011.0,1010.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806396.0,21600.0,1518980.0,Shymkent,200,69.6,42.3,97.39,92.44,97.39,97.39,1003.0,11.0,15.66,70.0,,0.0,1.0,8824.0,KZ,1627776844.0,1627828900.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806396.0,-14400.0,3883457.0,Lebu,200,-73.65,-37.6167,45.75,39.34,45.75,45.75,1025.0,70.0,14.47,177.0,18.92,12.0,,,CL,1627818840.0,1627855661.0,1025.0,1021.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806396.0,7200.0,1021360.0,Ballitoville,200,31.2144,-29.539,73.54,72.75,73.54,75.24,1022.0,46.0,2.3,0.0,,0.0,1.0,1934.0,ZA,1627792784.0,1627831384.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806396.0,7200.0,933211.0,Nokaneng,200,22.2667,-19.6667,65.57,63.46,65.57,65.57,1027.0,35.0,8.93,81.0,13.31,0.0,,,BW,1627794006.0,1627834457.0,1027.0,920.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806396.0,25200.0,1490796.0,Strezhevoy,200,77.5889,60.7333,69.78,68.49,69.78,69.78,1011.0,43.0,1.92,182.0,1.86,33.0,1.0,8986.0,RU,1627770305.0,1627831604.0,1011.0,1006.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806397.0,10800.0,1082243.0,Ambilobe,200,49.05,-13.2,89.82,87.13,89.82,89.82,1018.0,27.0,5.39,118.0,12.21,1.0,,,MG,1627787037.0,1627828570.0,1018.0,1014.0,,
"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",stations,100.0,1627806397.0,0.0,3412093.0,Vestmannaeyjar,200,-20.2734,63.4427,54.59,54.18,54.59,54.59,1012.0,94.0,5.75,100.0,,90.0,1.0,93.0,IS,1627792516.0,1627856365.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806397.0,3600.0,2656847.0,Atherton,200,-2.4935,53.5237,57.7,57.4,54.9,60.28,1012.0,90.0,2.84,32.0,5.21,84.0,2.0,2008454.0,GB,1627791936.0,1627848411.0,1012.0,1004.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806397.0,7200.0,779622.0,Havøysund,200,24.6622,70.9963,45.48,42.04,45.48,45.48,999.0,77.0,6.42,274.0,6.73,94.0,1.0,1632.0,NO,1627772476.0,1627854837.0,999.0,999.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806397.0,-10800.0,3855075.0,General Pico,200,-63.7568,-35.6566,38.57,36.07,38.57,38.57,1032.0,81.0,3.6,96.0,3.69,0.0,,,AR,1627816232.0,1627853521.0,1032.0,1014.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806397.0,7200.0,933332.0,Mogapinyana,200,27.6,-22.3667,64.11,62.58,64.11,64.11,1030.0,50.0,5.17,116.0,5.48,0.0,1.0,2015.0,BW,1627792966.0,1627832938.0,1030.0,926.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806397.0,0.0,3372964.0,Lagoa,200,-27.9833,39.05,70.93,71.87,70.93,70.93,1030.0,88.0,14.25,301.0,17.11,21.0,,,PT,1627800755.0,1627851827.0,1030.0,1021.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806397.0,39600.0,2134814.0,Sola,200,167.55,-13.8833,76.62,77.04,76.62,76.62,1012.0,65.0,10.54,155.0,10.13,46.0,,,VU,1627758659.0,1627800070.0,1012.0,1000.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806397.0,14400.0,1106677.0,Bambous Virieux,200,57.7575,-20.3428,75.45,75.52,74.21,75.45,1026.0,60.0,18.41,120.0,,75.0,1.0,2061.0,MU,1627785550.0,1627825878.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806397.0,28800.0,1529484.0,Kumul,200,93.45,42.8,71.24,70.61,71.24,71.24,1007.0,54.0,17.34,7.0,18.01,87.0,,,CN,1627771037.0,1627823259.0,1007.0,925.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806397.0,-36000.0,5847411.0,Kahului,200,-156.47,20.8947,74.46,75.13,72.68,76.26,1019.0,75.0,18.41,70.0,26.46,1.0,1.0,7879.0,US,1627747182.0,1627794277.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806397.0,10800.0,107304.0,Buraidah,200,43.975,26.326,102.65,97.27,102.65,102.65,1002.0,10.0,8.08,42.0,8.61,0.0,1.0,7411.0,SA,1627784965.0,1627833079.0,1002.0,938.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806398.0,28800.0,1633034.0,Palu,200,119.8707,-0.8917,83.37,93.67,83.37,83.37,1009.0,84.0,3.31,295.0,4.74,87.0,,,ID,1627769067.0,1627812547.0,1009.0,1007.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806398.0,-7200.0,3424607.0,Tasiilaq,200,-37.6368,65.6145,46.56,46.56,46.56,46.56,1012.0,78.0,1.57,343.0,3.4,17.0,1.0,81.0,GL,1627795325.0,1627861891.0,1012.0,1007.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806398.0,10800.0,571155.0,Buinsk,200,48.2833,54.95,82.29,81.7,82.29,82.29,1012.0,40.0,10.49,281.0,14.03,91.0,1.0,9043.0,RU,1627779351.0,1627836624.0,1012.0,1003.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806398.0,3600.0,2521570.0,Arrecife,200,-13.5477,28.963,71.58,71.87,71.58,71.67,1018.0,73.0,31.07,10.0,,20.0,1.0,2379.0,ES,1627798503.0,1627847150.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806398.0,7200.0,3354077.0,Opuwo,200,13.84,-18.0607,64.4,61.75,64.4,64.4,1023.0,26.0,18.05,73.0,29.26,0.0,,,NA,1627795890.0,1627836618.0,1023.0,896.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806398.0,-10800.0,3466165.0,Cidreira,200,-50.2056,-30.1811,52.21,51.4,52.21,52.21,1029.0,91.0,7.16,21.0,10.94,50.0,,,BR,1627812381.0,1627850867.0,1029.0,1028.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806398.0,-10800.0,3407882.0,Altamira,200,-52.2064,-3.2033,70.29,71.58,70.29,70.29,1016.0,97.0,1.41,54.0,1.54,97.0,,,BR,1627810544.0,1627853665.0,1016.0,1004.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806398.0,-14400.0,4470778.0,Hickory,200,-81.3412,35.7332,71.67,72.86,68.14,75.07,1011.0,92.0,3.44,260.0,,75.0,2.0,2011761.0,US,1627814004.0,1627864189.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806398.0,-21600.0,6071618.0,Medicine Hat,200,-110.6683,50.0501,68.38,67.12,65.39,70.23,1021.0,47.0,6.91,50.0,,1.0,2.0,2011978.0,CA,1627818740.0,1627873529.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806398.0,-21600.0,6050066.0,La Ronge,200,-105.2842,55.1001,55.65,54.77,55.62,55.65,1024.0,82.0,2.3,180.0,,1.0,1.0,696.0,CA,1627816211.0,1627873474.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806398.0,-14400.0,3576994.0,Cockburn Town,200,-71.1419,21.4612,82.17,88.93,82.17,82.17,1017.0,79.0,20.62,103.0,23.69,10.0,,,TC,1627813069.0,1627860228.0,1017.0,1017.0,,
